ScaffoldCode,Murcko_scaffold_ID_v2,Count,RepresentativeName
S1,47bd48b2765d5c36,7,
S2,eabd3555167d32bb,7,
S3,baaa3f91c22f549a,6,
S4,c51a245eee35e68e,4,
S5,ef627cbbfc527273,4,
S6,815b62df64d332b8,4,
S7,ac97d49052e9cf8a,3,
S8,471f999eb60e9445,3,
S9,d4d4f4d698055093,3,
S10,74ae3eb7f63316c2,3,
