sim_bin,count,mean,median,max
<0.35,28,0.6992780796465122,0.4321164104822216,3.221064653135011
0.35-0.5,15,0.8953012510452686,0.7192278107824923,2.1427531980621857
0.5-0.7,42,0.8398769501426125,0.5545353541127661,2.587133372609965
>0.7,10,1.0717639393099847,1.074278012713581,2.045462117754495
