feature,mean_abs_shap,mean_shap
ECFP_0618,0.0,0.0
ECFP_0619,0.0,0.0
ECFP_0620,0.0,0.0
ECFP_0621,0.0,0.0
ECFP_0622,0.0,0.0
ECFP_0623,0.0,0.0
ECFP_0624,0.0,0.0
ECFP_0625,0.0,0.0
ECFP_0626,0.0,0.0
ECFP_0627,0.0,0.0
ECFP_0628,0.0,0.0
ECFP_0629,0.0,0.0
ECFP_0630,0.0,0.0
ECFP_0631,0.0,0.0
ECFP_0632,0.0,0.0
ECFP_0633,0.0,0.0
ECFP_0634,0.0,0.0
ECFP_0635,0.0,0.0
ECFP_0636,0.0,0.0
ECFP_0637,0.0,0.0
ECFP_0638,0.0,0.0
ECFP_0639,0.0,0.0
ECFP_0640,0.0,0.0
ECFP_0641,0.0,0.0
ECFP_0642,0.0,0.0
ECFP_0643,0.0,0.0
ECFP_0644,0.0,0.0
ECFP_0645,0.0,0.0
ECFP_0646,0.0,0.0
ECFP_0647,0.0,0.0
ECFP_0648,0.0,0.0
ECFP_0649,0.0,0.0
ECFP_0650,0.0,0.0
ECFP_0651,0.0,0.0
ECFP_0652,0.0,0.0
ECFP_0653,0.0,0.0
ECFP_0654,0.0,0.0
ECFP_0655,0.0,0.0
ECFP_0656,0.0,0.0
ECFP_0657,0.0,0.0
ECFP_0659,0.0,0.0
ECFP_0660,0.0,0.0
ECFP_0661,0.0,0.0
ECFP_0662,0.0,0.0
ECFP_0663,0.0,0.0
ECFP_0664,0.0,0.0
ECFP_0665,0.0,0.0
ECFP_0666,0.0,0.0
ECFP_0667,0.0,0.0
ECFP_0668,0.0,0.0
ECFP_0669,0.0,0.0
ECFP_0670,0.0,0.0
ECFP_0671,0.0,0.0
ECFP_0672,0.0,0.0
ECFP_0673,0.0,0.0
ECFP_0674,0.0,0.0
ECFP_0676,0.0,0.0
ECFP_0677,0.0,0.0
ECFP_0678,0.0,0.0
ECFP_0679,0.0,0.0
ECFP_0680,0.0,0.0
ECFP_0681,0.0,0.0
ECFP_0682,0.0,0.0
ECFP_0683,0.0,0.0
ECFP_0684,0.0,0.0
ECFP_0685,0.0,0.0
ECFP_0686,0.0,0.0
ECFP_0687,0.0,0.0
ECFP_0688,0.0,0.0
ECFP_0689,0.0,0.0
ECFP_0690,0.0,0.0
ECFP_0691,0.0,0.0
ECFP_0692,0.0,0.0
ECFP_0693,0.0,0.0
ECFP_0696,0.0,0.0
ECFP_0697,0.0,0.0
ECFP_0698,0.0,0.0
ECFP_0699,0.0,0.0
ECFP_0700,0.0,0.0
ECFP_0701,0.0,0.0
ECFP_0702,0.0,0.0
ECFP_0703,0.0,0.0
ECFP_0704,0.0,0.0
ECFP_0705,0.0,0.0
ECFP_0706,0.0,0.0
ECFP_0707,0.0,0.0
ECFP_0708,0.0,0.0
ECFP_0709,0.0,0.0
ECFP_0710,0.0,0.0
ECFP_0711,0.0,0.0
ECFP_0712,0.0,0.0
ECFP_0713,0.0,0.0
ECFP_0714,0.0,0.0
ECFP_0715,0.0,0.0
ECFP_0716,0.0,0.0
ECFP_0717,0.0,0.0
ECFP_0719,0.0,0.0
ECFP_0720,0.0,0.0
ECFP_0721,0.0,0.0
ECFP_0722,0.0,0.0
ECFP_0723,0.0,0.0
ECFP_0726,0.0,0.0
ECFP_0727,0.0,0.0
ECFP_0728,0.0,0.0
ECFP_0729,0.0,0.0
ECFP_0730,0.0,0.0
ECFP_0731,0.0,0.0
ECFP_0732,0.0,0.0
ECFP_0733,0.0,0.0
ECFP_0734,0.0,0.0
ECFP_0735,0.0,0.0
ECFP_0737,0.0,0.0
ECFP_0738,0.0,0.0
ECFP_0739,0.0,0.0
ECFP_0740,0.0,0.0
ECFP_0741,0.0,0.0
ECFP_0742,0.0,0.0
ECFP_0743,0.0,0.0
ECFP_0744,0.0,0.0
ECFP_0746,0.0,0.0
ECFP_0747,0.0,0.0
ECFP_0748,0.0,0.0
ECFP_0749,0.0,0.0
ECFP_0750,0.0,0.0
ECFP_0751,0.0,0.0
ECFP_0752,0.0,0.0
ECFP_0753,0.0,0.0
